Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,
178,355457,"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?#","1: Some,2: pictures,3: are,4: not,5: mine,",,,,,,"15: you,16: can,17: submit",,"14: And,15: you,16: can,17: submit,18: a,19: complaint,20: the,21: owners,22: of,23: those,24: photos?","15: you,16: can,17: submit,18: a,19: complaint","14: And,15: you,16: can","3: are,4: not,5: mine,,6: but,7: those,8: that,9: I,10: have,11: changed,,12: their,13: own.,14: And,15: you,16: can,17: submit,18: a,19: complaint,20: the","14: And,15: you,16: can,17: submit,18: a,19: complaint,20: the,21: owners,22: of,23: those,24: photos?","15: you,16: can",,,,,"14: And,15: you,16: can,17: submit,18: a,19: complaint,20: the,21: owners,22: of,23: those,24: photos?","14: And,15: you,16: can,17: submit,18: a,19: complaint,20: the,21: owners,22: of,23: those,24: photos?",19: complaint,,,"14: And,15: you,16: can",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,496654,"When I find 20 sources calling an Individual Armenian including TURKISH, the NYT and Time's article are presented in a dubious manner, how can I bey considered aggressive? It is the duty of every editor and admin to weed out Original research and dubious citations, no?#","23: how,24: can,25: I,26: bey,27: considered,28: aggressive?,46: no?",,,,"23: how,24: can,30: is,46: no?",,"29: It,30: is,31: the,32: duty,33: of,34: every,35: editor,36: and,37: admin,38: to,39: weed,40: out,41: Original,42: research,43: and,44: dubious,45: citations,,46: no?","23: how,24: can,25: I,26: bey,27: considered,28: aggressive?,46: no?","23: how,24: can,25: I,26: bey,27: considered,28: aggressive?,29: It,30: is,31: the,32: duty,46: no?","8: Individual,9: Armenian,10: including,11: TURKISH,","11: TURKISH,,21: dubious,39: weed,40: out,46: no?",46: no?,,,,,,"23: how,24: can,25: I,46: no?",,,"23: how,24: can,25: I,26: bey,27: considered,28: aggressive?,46: no?","23: how,24: can,25: I,26: bey,27: considered,28: aggressive?,46: no?","29: It,30: is,32: duty,46: no?",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,567951,Are you calling me a vandal for visiting your user page? Or am I just <url>?#,"1: Are,2: you,3: calling,4: me,5: a,6: vandal",,,,,,"1: Are,2: you,3: calling,4: me,12: Or,13: am,14: I,15: just","6: vandal,9: your","1: Are,2: you,3: calling,4: me,5: a,6: vandal","1: Are,2: you,3: calling,4: me,5: a,6: vandal","6: vandal,7: for,8: visiting,9: your","1: Are,2: you,3: calling,4: me,5: a,6: vandal","1: Are,2: you,3: calling,4: me,5: a,6: vandal,14: I,15: just","1: Are,2: you,3: calling,4: me,5: a,6: vandal","1: Are,2: you,3: calling,4: me,5: a,6: vandal","6: vandal,12: Or,13: am,14: I,15: just,16: <url>?","1: Are,2: you,3: calling",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,34411,I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?#,"27: would,28: just,29: be,30: deleted,31: because,32: there,33: isn't,34: enough,35: information?","11: And,12: since,13: you,14: are,15: a,16: well,17: trusted,18: user",34: enough,,,"13: you,14: are,15: a,16: well,17: trusted,18: user","11: And,12: since,13: you,14: are,15: a,16: well,17: trusted,18: user,19: I,20: am,21: asking,22: you","11: And,12: since,13: you,14: are,15: a,16: well,17: trusted","11: And,12: since,13: you,14: are,15: a,16: well,17: trusted,18: user,19: I,20: am,21: asking,22: you","16: well,17: trusted,18: user",,,"1: I,2: was,3: thinking,4: about,11: And,12: since,13: you,14: are,15: a,16: well,17: trusted,18: user,19: I,20: am,21: asking,22: you,23: if,24: you,25: think,26: that,27: would,28: just","1: I,2: was,3: thinking","11: And,12: since,13: you,14: are,15: a,16: well,17: trusted,18: user,19: I,20: am,21: asking,22: you","19: I,20: am,21: asking,22: you,23: if,24: you,25: think,26: that,27: would,28: just,29: be","19: I,20: am,21: asking,22: you,23: if,24: you,25: think,26: that,27: would","19: I,20: am,21: asking,22: you",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,381792,It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?#,"13: ''should,14: not,15: disrupt,16: the,17: running,18: of,19: the,20: wiki''.,26: HELLS,27: you,28: coated,29: a,30: dozen,31: users',32: pages,33: with,34: pictures,35: of,36: jimbo's,37: ugly,38: bearded,39: fizzogg?","24: why,25: the,26: HELLS,27: you,28: coated,29: a,30: dozen,31: users',32: pages,33: with,34: pictures,35: of,36: jimbo's,37: ugly,38: bearded,39: fizzogg?","26: HELLS,27: you,28: coated,29: a,30: dozen,31: users',32: pages,33: with,34: pictures,35: of,36: jimbo's,37: ugly,38: bearded","4: obvious,26: HELLS",,,"1: It,2: is,3: an,4: obvious,5: and,6: strongly,7: followed,8: point,21: Could,22: you,23: explain,24: why,25: the,26: HELLS,27: you,28: coated,29: a,30: dozen,31: users',32: pages,33: with,34: pictures,35: of,36: jimbo's,37: ugly,38: bearded,39: fizzogg?","5: and,6: strongly,7: followed,8: point,9: that,10: april,11: fools,12: jokes,13: ''should,14: not,15: disrupt,16: the,17: running,18: of,19: the,20: wiki''.,21: Could","21: Could,22: you,23: explain,24: why,25: the,26: HELLS,37: ugly,38: bearded,39: fizzogg?","4: obvious,6: strongly,7: followed,24: why,25: the,26: HELLS,36: jimbo's,37: ugly,38: bearded,39: fizzogg?","1: It,2: is,3: an,4: obvious,5: and,6: strongly,21: Could,22: you,23: explain,24: why,25: the,26: HELLS,27: you,28: coated",26: HELLS,"21: Could,22: you,23: explain,24: why,25: the,26: HELLS,27: you,28: coated,29: a,30: dozen,31: users',32: pages,33: with,34: pictures,35: of,36: jimbo's,37: ugly,38: bearded,39: fizzogg?","21: Could,22: you,23: explain,24: why,25: the,26: HELLS","21: Could,22: you,23: explain",,"4: obvious,6: strongly,7: followed,8: point,24: why,25: the,26: HELLS",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,141067,There is a special tool which shows you page sizes? Would you like to know how to use it?#,"11: Would,12: you,13: like,14: to,15: know,16: how,17: to,18: use,19: it?","11: Would,12: you,13: like,14: to,15: know,16: how,17: to,18: use","11: Would,12: you,13: like,14: to,15: know,16: how,17: to,18: use,19: it?","11: Would,12: you,13: like",,,"11: Would,12: you,13: like,14: to,15: know","1: There,2: is,3: a,4: special,5: tool,6: which,7: shows,8: you,9: page,10: sizes?,11: Would,12: you,13: like,14: to,15: know,16: how,17: to,18: use,19: it?","11: Would,12: you,13: like,14: to,15: know","4: special,5: tool,10: sizes?,11: Would,12: you,13: like,14: to,15: know,16: how,17: to,18: use,19: it?",10: sizes?,,,,,,"11: Would,12: you,13: like","11: Would,12: you,13: like,14: to,15: know,16: how,17: to,18: use,19: it?","11: Would,12: you,13: like,14: to,15: know",11: Would,,,"11: Would,12: you,13: like,14: to",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,258490,"Your <url> is a brilliant idea! Would you mind if I linked to it from my collection of ""Useful things"" on my user page?#","1: Your,2: <url>,3: is,4: a,5: brilliant,6: idea!,7: Would,8: you,9: mind","1: Your,2: <url>,3: is,4: a,5: brilliant,6: idea!,7: Would,8: you,9: mind","5: brilliant,6: idea!,7: Would,8: you","1: Your,5: brilliant",,,,"5: brilliant,7: Would,8: you,9: mind","1: Your,2: <url>,3: is,4: a,5: brilliant,6: idea!,7: Would","1: Your,3: is,4: a,5: brilliant,6: idea!,7: Would,8: you,9: mind","5: brilliant,6: idea!,7: Would,8: you,9: mind","1: Your,2: <url>,3: is,4: a,5: brilliant,6: idea!,7: Would,8: you,9: mind","7: Would,8: you,9: mind,10: if,11: I,12: linked,13: to","3: is,4: a,5: brilliant,6: idea!,7: Would,8: you,9: mind,10: if,11: I,12: linked","1: Your,2: <url>,3: is,4: a,5: brilliant,6: idea!,7: Would,8: you,9: mind","7: Would,8: you,9: mind",,"5: brilliant,6: idea!,7: Would,8: you,9: mind",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,280419,"See the page <url>, and in particular the section <url>. Does that make sense?#","11: Does,12: that,13: make,14: sense?",,,"11: Does,12: that,13: make,14: sense?","11: Does,12: that,13: make,14: sense?","13: make,14: sense?",,,"11: Does,12: that,13: make,14: sense?","10: <url>.,11: Does,12: that,13: make,14: sense?","1: See,2: the,3: page,11: Does,12: that,13: make,14: sense?","1: See,6: in,7: particular,11: Does,12: that,13: make,14: sense?","1: See,2: the,3: page,4: <url>,,5: and,6: in,7: particular,8: the,9: section,10: <url>.,11: Does,12: that,13: make,14: sense?","11: Does,12: that,13: make,14: sense?","1: See,2: the,3: page,4: <url>,,5: and,6: in,7: particular,8: the,9: section,10: <url>.","1: See,11: Does,12: that,13: make,14: sense?","11: Does,12: that,13: make,14: sense?","1: See,2: the,3: page,5: and,6: in,7: particular,11: Does,12: that,13: make,14: sense?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,625663,"Thank you for your comments. May I refer you to <url>, where I think you will find the sort of criticism section that you are looking for?#","1: Thank,2: you,6: May,7: I",,,,"1: Thank,2: you,3: for,4: your,5: comments.,6: May,7: I,8: refer,9: you","1: Thank,2: you,3: for,6: May,7: I,8: refer","6: May,21: criticism,24: you,25: are,26: looking,27: for?","1: Thank,2: you,6: May,7: I,8: refer,9: you,12: where,13: I,14: think,15: you,16: will,17: find,18: the,19: sort,20: of,21: criticism,22: section,23: that,24: you,25: are,26: looking,27: for?","1: Thank,2: you,3: for,4: your,5: comments.","1: Thank,2: you,6: May,7: I,8: refer,9: you","1: Thank,2: you,6: May,7: I",,,"1: Thank,2: you,6: May,7: I,8: refer",,,,"6: May,7: I,8: refer","1: Thank,2: you,3: for,4: your,5: comments.,6: May,7: I,8: refer,9: you,10: to,11: <url>,","1: Thank,2: you,6: May,7: I,8: refer","1: Thank,2: you,3: for,4: your,5: comments.,6: May,7: I","1: Thank,2: you,3: for,6: May,7: I,24: you,25: are,26: looking,27: for?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,563491,"The Hitchin-related hoax claims by <url> seem to have led to a rather precipitate response, considering that he has only been an editor for a few days. Is there something going on here that isn't obvious?#","3: hoax,4: claims,28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","15: response,,16: considering,17: that,18: he,19: has,20: only,21: been,22: an,23: editor,24: for,25: a,26: few,27: days.,28: Is,29: there,30: something",36: obvious?,,,,"7: seem,13: rather,14: precipitate,15: response,,16: considering,17: that,18: he,19: has,20: only,21: been,22: an,23: editor,24: for,25: a,26: few,27: days.,28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","1: The,2: Hitchin-related,3: hoax,4: claims,5: by","28: Is,29: there,30: something","28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","1: The,2: Hitchin-related,3: hoax,4: claims,5: by,6: <url>,7: seem,8: to,9: have,10: led,11: to,12: a,13: rather,14: precipitate,15: response,,16: considering,17: that,18: he,19: has,20: only,21: been,22: an,23: editor,24: for,25: a,26: few,27: days.,28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","16: considering,28: Is,29: there,30: something","28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","7: seem,16: considering,17: that,28: Is,29: there,30: something,31: going,32: on,33: here,34: that,35: isn't,36: obvious?","28: Is,29: there,30: something","13: rather,14: precipitate,15: response,,16: considering",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,163563,Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?#,"1: Hello,2: im,3: trying,4: to,5: make,6: a,7: task,8: force,18: we,19: dont,20: know,21: how,22: to,23: make,47: Im,48: asking,49: if,50: you,51: can,52: help,53: make,54: it,55: since,56: i,57: saw,58: you,59: made,60: WikiProject,61: Dam?","28: stuff,47: Im,48: asking,49: if,50: you,51: can,52: help,53: make,54: it,55: since,56: i,57: saw,58: you,59: made,60: WikiProject,61: Dam?","30: the,31: banner,32: and,33: how,34: to,35: make,36: the,37: quality,38: chart,39: template,40: to,41: see,42: what,43: class","1: Hello,52: help",,,,"1: Hello,2: im,17: but,18: we,19: dont,20: know,21: how,22: to,23: make,28: stuff,29: like,30: the,31: banner,47: Im,48: asking,49: if,50: you,51: can,52: help,55: since,56: i,57: saw,58: you","1: Hello,2: im,3: trying,4: to,5: make,6: a,7: task,8: force,9: for,10: the,11: Empire,12: of,13: Brazil","1: Hello,47: Im,48: asking,49: if,50: you,51: can,52: help","1: Hello,18: we,19: dont,20: know,21: how,50: you,51: can,52: help,56: i,57: saw,58: you,59: made,60: WikiProject,61: Dam?","1: Hello,2: im,3: trying",,,,,"1: Hello,2: im,3: trying,47: Im,48: asking,49: if,50: you,51: can","47: Im,48: asking,49: if,50: you,51: can,52: help,53: make,54: it,55: since,56: i,57: saw,58: you,59: made,60: WikiProject,61: Dam?","47: Im,48: asking,49: if,50: you,51: can,52: help,53: make,54: it,55: since,56: i,57: saw,58: you,59: made","1: Hello,47: Im,48: asking,49: if,50: you,51: can","1: Hello,2: im,3: trying,4: to,5: make,6: a,7: task,8: force,9: for,10: the,11: Empire,12: of,13: Brazil,14: with,15: some,16: people,17: but,18: we,19: dont,20: know,21: how,22: to,23: make,24: the,25: actually,26: task,27: force,28: stuff,29: like,30: the,31: banner,32: and,33: how,34: to,35: make,36: the,37: quality,38: chart,39: template,40: to,41: see,42: what,43: class,44: each,45: article,46: is.,47: Im,48: asking,49: if,50: you,51: can,52: help,55: since,56: i,57: saw,58: you",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,358625,I can't find anything about Crimson Echoes' Gameplay. Do you think that its good as it is?#,"9: Do,10: you,11: think,12: that,13: its,14: good,15: as,16: it,17: is?","2: can't,3: find,4: anything,5: about,6: Crimson,7: Echoes',8: Gameplay.","9: Do,10: you,11: think,12: that","10: you,11: think",,,,"9: Do,10: you,11: think,12: that,13: its,14: good,15: as,16: it,17: is?","8: Gameplay.,9: Do,10: you,11: think,12: that,13: its,14: good,15: as,16: it,17: is?","9: Do,10: you,11: think",,"9: Do,10: you,11: think,12: that,13: its,14: good,15: as,16: it,17: is?","1: I,2: can't,3: find,4: anything,5: about,6: Crimson,7: Echoes',8: Gameplay.,9: Do,10: you,11: think,12: that,13: its,14: good,15: as,16: it,17: is?","9: Do,10: you","1: I,2: can't,3: find,4: anything,5: about","9: Do,10: you,11: think",,"9: Do,10: you",,,"9: Do,10: you,11: think,12: that",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,380241,"Sorry <name>, but I don't understand. Even if your man didn't meet <url>, how could he fail to meet <url>?#","1: Sorry,7: Even,14: how,15: could,16: he,17: fail,18: to,19: meet,20: <url>?","14: how,15: could,16: he,17: fail,18: to,19: meet,20: <url>?","1: Sorry,2: <name>,,3: but,4: I,5: don't,6: understand.,7: Even,8: if,9: your,10: man,11: didn't,12: meet,13: <url>,,14: how,15: could,16: he,17: fail",1: Sorry,,,,,"4: I,5: don't,6: understand.,7: Even,8: if,14: how,15: could,16: he,17: fail","1: Sorry,2: <name>,,3: but,4: I,5: don't,6: understand.","1: Sorry,2: <name>,",,"9: your,10: man,17: fail,18: to,19: meet",,"7: Even,8: if,9: your,14: how,15: could,16: he,17: fail,18: to,19: meet","14: how,15: could,16: he","7: Even,8: if,9: your,10: man,11: didn't,12: meet,13: <url>,,14: how,15: could,16: he,17: fail,18: to,19: meet,20: <url>?",1: Sorry,,,,"1: Sorry,7: Even,8: if,9: your,14: how,15: could,16: he","3: but,4: I,5: don't,6: understand.,14: how,15: could,16: he,17: fail,18: to,19: meet",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,214946,"Hey, several of the footnotes that you use in <url> are Harvard footnotes, which means that they need the full citation of the books in works cited section. I imagine you grabbed some of that information from some other places, would you mind retriveing the bibliographic data?#","1: Hey,,29: I,30: imagine,41: would,42: you,43: mind","41: would,42: you,43: mind,44: retriveing,45: the,46: bibliographic,47: data?","1: Hey,,14: which,15: means,16: that,17: they,18: need,19: the,20: full,21: citation,22: of,23: the,24: books,25: in,26: works,27: cited,28: section.,29: I,30: imagine,31: you,32: grabbed,41: would,42: you,43: mind","1: Hey,,14: which,15: means,29: I,30: imagine,41: would,42: you,43: mind","1: Hey,,41: would,42: you,43: mind","29: I,30: imagine,31: you,41: would,42: you,43: mind","41: would,42: you,43: mind,44: retriveing,45: the,46: bibliographic,47: data?","30: imagine,31: you,42: you","41: would,42: you,43: mind","30: imagine,41: would,42: you,43: mind",,"30: imagine,41: would,43: mind",43: mind,,,,,"41: would,42: you,43: mind","41: would,42: you,43: mind",,"1: Hey,,41: would",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,231174,Don't you think it's taken too far back to be of any use? Do we have any alternatives?#,"9: to,10: be,11: of,12: any,13: use?","1: Don't,2: you,3: think",,,"1: Don't,2: you,3: think,4: it's,5: taken,6: too,7: far,8: back,9: to,10: be,11: of,12: any,13: use?","1: Don't,2: you,3: think,14: Do,15: we,16: have","1: Don't,2: you,3: think","1: Don't,2: you,3: think,4: it's,5: taken,6: too,7: far,8: back,9: to,10: be,11: of,12: any,13: use?",18: alternatives?,,,,15: we,,,"1: Don't,2: you,3: think","1: Don't,2: you,3: think",,,"1: Don't,18: alternatives?",,"1: Don't,7: far",,,,"1: Don't,2: you,3: think,14: Do,15: we","1: Don't,14: Do",,,"1: Don't,2: you,3: think,4: it's,5: taken,6: too,7: far,8: back",0,,,,,,,,,,,,,,,,,,,,,,,,
193,619548,How do you save it??#,"1: How,2: do,3: you,4: save,5: it??",1: How,,,,,"1: How,2: do,3: you",5: it??,,,,5: it??,,,"1: How,5: it??",,,,5: it??,,,,,3: you,,,"1: How,3: you","1: How,5: it??",,,,5: it??,,,,1: How,,,,,5: it??,,,5: it??,,,,5: it??,,0,,,,,
194,342335,"<url> <url> version, but mighty all the same. Am I wrong?#","9: Am,10: I,11: wrong?","9: Am,10: I,11: wrong?",,,"9: Am,10: I,11: wrong?","9: Am,10: I,11: wrong?",,"9: Am,10: I,11: wrong?","9: Am,10: I,11: wrong?",,,"9: Am,10: I,11: wrong?",,,10: I,,,"9: Am,10: I,11: wrong?","9: Am,10: I,11: wrong?",,,"5: mighty,9: Am,10: I,11: wrong?",11: wrong?,,,,"9: Am,10: I,11: wrong?","9: Am,10: I,11: wrong?",,"9: Am,10: I,11: wrong?",0,,,,,,,,,,,,,,,,,,,,,,,,
195,290134,Hi <name>- I'm a touch concerned about the entry on Ian Levine's bio about his comparison to the Abzorbaloff thing. Even if critics have speculated about it- is this really needed on a biographical page?#,"3: I'm,4: a,5: touch,6: concerned,21: Even,22: if,28: is,29: this,30: really,31: needed","1: Hi,4: a,5: touch,6: concerned,28: is,29: this,30: really,31: needed","3: I'm,4: a,5: touch,6: concerned,28: is,29: this,30: really,31: needed","1: Hi,5: touch,6: concerned,24: have,25: speculated,26: about,28: is,29: this,30: really,31: needed","28: is,29: this,30: really,31: needed,32: on,33: a,34: biographical,35: page?","3: I'm,4: a,5: touch,6: concerned,21: Even,22: if,28: is,29: this,30: really,31: needed","3: I'm,4: a,5: touch,6: concerned,19: Abzorbaloff,20: thing.,28: is,29: this,30: really,31: needed,32: on,33: a,34: biographical,35: page?","1: Hi,5: touch",,"28: is,29: this,30: really,31: needed","28: is,29: this,30: really,31: needed",,"5: touch,6: concerned,30: really",6: concerned,,,,1: Hi,,,"5: touch,6: concerned",,"28: is,29: this,30: really,31: needed,32: on,33: a,34: biographical,35: page?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
